News Agency,Tweets Ago,Date,Compound,Positive,Negative,Neutral,Tweet
@CNN,44,Sat Mar 31 01:12:38 +0000 2018,0.7717,0.283,0.717,0.0,"Tweet 44: Michael Brown celebrates his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20 of the best… https://t.co/mEQLTx8ozD"
@CNN,45,Sat Mar 31 01:06:33 +0000 2018,0.0,0.0,1.0,0.0,Tweet 45: Former Obama administration Attorney General Eric Holder said he will make a decision on running for president in 2… https://t.co/fBlctwq6NT
@CNN,46,Sat Mar 31 00:55:17 +0000 2018,-0.34,0.0,0.893,0.107,Tweet 46: The internal FBI report that served as grounds for the firing of FBI Deputy Director Andrew McCabe includes key tes… https://t.co/owthxm1Qop
@CNN,47,Sat Mar 31 00:44:38 +0000 2018,-0.6249,0.0,0.796,0.204,Tweet 47: Could this be a sign of change in the police shooting crisis? | By Roxanne Jones via @CNNOpinion… https://t.co/102nyMqSop
@CNN,48,Sat Mar 31 00:34:05 +0000 2018,0.0,0.0,1.0,0.0,Tweet 48: Former California governor and film star Arnold Schwarzenegger had open-heart surgery in California to replace a fa… https://t.co/ilWRCPSyuH
@CNN,49,Sat Mar 31 00:22:11 +0000 2018,0.6808,0.219,0.781,0.0,Tweet 49: This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/70VGFaqbhE
@CNN,50,Sat Mar 31 00:12:33 +0000 2018,0.4215,0.123,0.877,0.0,"Tweet 50: US Ambassador to the United Nations Nikki Haley gave Karen Pierce, the UK's first female ambassador to the UN, a wa… https://t.co/UKHHdYFnCv"
@CNN,51,Sat Mar 31 00:11:53 +0000 2018,-0.7783,0.0,0.57,0.43,Tweet 51: Coffee may come with a cancer warning label in California https://t.co/BHrE6r8LnS https://t.co/YOVgknEY8c
@CNN,52,Fri Mar 30 23:56:00 +0000 2018,-0.5267,0.091,0.671,0.238,Tweet 52: Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/lwvbG4vTJo https://t.co/3OYg8dnklf
@CNN,53,Fri Mar 30 23:50:58 +0000 2018,-0.34,0.109,0.707,0.185,"Tweet 53: President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/7d7tzIidZK https://t.co/OVthlIfV8Q"
@CNN,54,Fri Mar 30 23:35:26 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 54: The attorneys for the family of Alton Sterling are speaking in Baton Rouge, Louisiana, following the police press c… https://t.co/p8AJCD4fPj"
@CNN,55,Fri Mar 30 23:28:39 +0000 2018,-0.5267,0.0,0.848,0.152,"Tweet 55: The White House is frustrated with the EPA's Scott Pruitt, the already embattled Cabinet secretary who is under scr… https://t.co/Bk5ioNiNhA"
@CNN,56,Fri Mar 30 23:13:26 +0000 2018,-0.5859,0.0,0.787,0.213,Tweet 56: President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/kJLTw5PY4D
@CNN,57,Fri Mar 30 23:08:07 +0000 2018,0.25,0.125,0.875,0.0,Tweet 57: How Steve Bannon used Cambridge Analytica to further his alt-right vision for America https://t.co/iB1mHKZT7z https://t.co/uY8u1AbqFj
@CNN,58,Fri Mar 30 22:55:25 +0000 2018,0.2023,0.096,0.904,0.0,Tweet 58: Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/MHqgAuAyf7 https://t.co/L2Zlql8mD2
@CNN,59,Fri Mar 30 22:36:22 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 59: Walmart is in the early stages of talks to buy the health insurance giant Humana, according to a Wall Street Journa… https://t.co/VIggyj5nji"
@CNN,60,Fri Mar 30 22:29:51 +0000 2018,-0.5423,0.0,0.844,0.156,"Tweet 60: BREAKING: Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton St… https://t.co/F9u1UNG5x2"
@CNN,61,Fri Mar 30 22:20:42 +0000 2018,0.0,0.0,1.0,0.0,Tweet 61: David Shulkin wants to tell his side of the story -- and he's speaking out everywhere https://t.co/RCkHV2SPjX https://t.co/75xGMw1eIH
@CNN,62,Fri Mar 30 22:14:15 +0000 2018,-0.5423,0.0,0.844,0.156,"Tweet 62: Baton Rouge Police Officer Blane Salamoni, one of two officers involved in the fatal shooting of Alton Sterling, wi… https://t.co/sgYOZYRKAp"
@CNN,63,Fri Mar 30 22:09:57 +0000 2018,-0.7351,0.0,0.644,0.356,Tweet 63: Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/jzCSTqu115 https://t.co/PPTPB1a3Wa
@CNN,64,Fri Mar 30 21:59:14 +0000 2018,-0.5106,0.059,0.791,0.15,Tweet 64: The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/VdVwpyVLve
@CNN,65,Fri Mar 30 21:48:06 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 65: Four videos recorded the night an officer shot Alton Sterling in 2016 were released by Baton Rouge police.

The rec… https://t.co/SHRcuSe7iY"
@CNN,66,Fri Mar 30 21:38:54 +0000 2018,0.3612,0.128,0.872,0.0,"Tweet 66: Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/vDPqMjycHB"
@CNN,67,Fri Mar 30 21:32:54 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 67: RT @CNNSitRoom: ""I have the patience to wait until Mueller and his professionals come back with a recommendation of what in fact happened,""…"
@CNN,68,Fri Mar 30 21:28:29 +0000 2018,0.1027,0.15,0.722,0.128,"Tweet 68: Venezuelans lack Communion wafers this Easter, so a Colombian church stepped in to help https://t.co/cXY7l1pnyi https://t.co/PYzmm3cQQK"
@CNN,69,Fri Mar 30 21:17:31 +0000 2018,-0.296,0.103,0.744,0.153,"Tweet 69: These days, politics is about what you hate as much as what you like | Analysis by CNN's Sam Petulla… https://t.co/2ua2J9y2TQ"
@CNN,70,Fri Mar 30 21:15:24 +0000 2018,-0.1027,0.113,0.714,0.172,Tweet 70: The FBI detained and questioned Trump ally Ted Malloch this week as part of special counsel Robert Mueller's invest… https://t.co/OTRZuunDYS
@CNN,71,Fri Mar 30 21:09:08 +0000 2018,-0.4767,0.0,0.83,0.17,Tweet 71: The FBI this week detained and questioned Ted Malloch -- who says he was an informal Trump campaign adviser in 2016… https://t.co/4ETAWMHGuL
@CNN,72,Fri Mar 30 21:01:16 +0000 2018,0.1779,0.098,0.837,0.065,"Tweet 72: Fifty years ago, on the last day of March, President Lyndon Johnson stunned the nation with a surprise decision not… https://t.co/ri5ZsyJH7I"
@CNN,73,Fri Mar 30 20:53:55 +0000 2018,-0.2732,0.145,0.707,0.148,"Tweet 73: RT @TheLeadCNN: Rep. Esty, who has apologized after she kept on a top aide for several months despite having learned of abuse allegations a…"
@CNN,74,Fri Mar 30 20:52:00 +0000 2018,0.3089,0.153,0.847,0.0,Tweet 74: Rep. Elizabeth Esty says she won't resign after apologizing for keeping on an aide for several months after learnin… https://t.co/pq3Tx8tqjF
@CNN,75,Fri Mar 30 20:51:02 +0000 2018,0.5719,0.227,0.773,0.0,"Tweet 75: President Trump's ""mini me"" could (partly) fill the void that long-time top aide Hope Hicks leaves behind… https://t.co/bfbmdEqgA7"
@CNN,76,Fri Mar 30 20:41:56 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 76: RT @TheLeadCNN: ""What I've not seen from this President is any indication whatsoever that he is willing to use the instruments of power tha…"
@CNN,77,Fri Mar 30 20:40:22 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 77: ""Clueless"" star and former Fox News commentator Stacey Dash is withdrawing her congressional bid… https://t.co/uFHyDGkZrk"
@CNN,78,Fri Mar 30 20:30:22 +0000 2018,-0.4019,0.0,0.87,0.13,Tweet 78: The Utah Jazz's home arena is opening a sensory-inclusive space for fans with autism spectrum disorder and other in… https://t.co/S1chLvCHSb
@CNN,79,Fri Mar 30 20:24:21 +0000 2018,-0.2023,0.0,0.913,0.087,"Tweet 79: Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/1DyFic0C2i"
@CNN,80,Fri Mar 30 20:24:07 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 80: RT @TheLeadCNN: Russia released video footage of a test launch of its new ""Satan 2"" intercontinental ballistic missile https://t.co/M49YiOw…"
@CNN,81,Fri Mar 30 20:09:11 +0000 2018,-0.2023,0.0,0.893,0.107,Tweet 81: Federal authorities have charged the pastor of a Texas megachurch and a Louisiana financial planner with defrauding… https://t.co/GUYy99hyh7
@CNN,82,Fri Mar 30 19:54:34 +0000 2018,0.0,0.0,1.0,0.0,Tweet 82: Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/ulz7Nu40xs https://t.co/ssTwFIHAB4
@CNN,83,Fri Mar 30 19:54:28 +0000 2018,0.3818,0.217,0.669,0.114,"Tweet 83: ""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/7M0VmN7STW"
@CNN,84,Fri Mar 30 19:44:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 84: A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/iQU2aeav5h
@CNN,85,Fri Mar 30 19:31:03 +0000 2018,0.4215,0.177,0.823,0.0,Tweet 85: Why Trump and the GOP are gaining | By Scott Jennings via @CNNOpinion https://t.co/fwYLVuR2cy https://t.co/FTRiUkE20v
@CNN,86,Fri Mar 30 19:21:05 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 86: About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/vbEUoa46kx"
@CNN,87,Fri Mar 30 19:14:47 +0000 2018,0.0,0.0,1.0,0.0,Tweet 87: What Walmart doesn't get about #MeToo | By Melissa Blake via @CNNOpinion https://t.co/Qx7VSF4L4L https://t.co/JEArcd6uzl
@CNN,88,Fri Mar 30 19:04:03 +0000 2018,-0.5267,0.0,0.794,0.206,Tweet 88: A woman in Texas was sentenced to a five-year prison term for voting illegally in the 2016 presidential election wh… https://t.co/pWezjEjZIu
@CNN,89,Fri Mar 30 18:57:48 +0000 2018,0.6808,0.219,0.781,0.0,"Tweet 89: After almost two months, the US State Department has approved a visa for an Iranian man to come to the United State… https://t.co/kPahAdXuXN"
@CNN,90,Fri Mar 30 18:47:12 +0000 2018,0.0,0.0,1.0,0.0,Tweet 90: Former California governor and film star Arnold Schwarzenegger had open-heart surgery in California to replace a fa… https://t.co/Nl5hsFytef
@CNN,91,Fri Mar 30 18:47:08 +0000 2018,0.8074,0.283,0.717,0.0,"Tweet 91: If President Trump makes good on his promise to get out of Syria ""very soon,"" one of the biggest winners will be Ru… https://t.co/S7Ks0hQtf0"
@CNN,92,Fri Mar 30 18:35:08 +0000 2018,0.0516,0.15,0.714,0.136,Tweet 92: A surprise change to teachers' pensions sparked protests in Kentucky's capital https://t.co/qt09vCyQUc https://t.co/Hj9NtUlNpN
@CNN,93,Fri Mar 30 18:28:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 93: He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/6uwwfglQuq
@CNN,94,Fri Mar 30 18:22:17 +0000 2018,-0.5994,0.0,0.822,0.178,"Tweet 94: Stephon Clark was shot by Sacramento police eight times--six in his back--and his death was ""not instantaneous,"" ac… https://t.co/OiG8VsUkc6"
@CNN,95,Fri Mar 30 18:13:22 +0000 2018,-0.802,0.0,0.714,0.286,"Tweet 95: Austin's police chief now says he would label the bomber who killed two people and injured several others a ""domest… https://t.co/WwTdiA5jrV"
@CNN,96,Fri Mar 30 18:03:06 +0000 2018,0.0,0.0,1.0,0.0,Tweet 96: A group of Howard University students say they've taken control of the school's administration building in a protes… https://t.co/36XrAvkJAH
@CNN,97,Fri Mar 30 17:49:04 +0000 2018,-0.3182,0.0,0.881,0.119,Tweet 97: Some African-American students from Marjory Stoneman Douglas High School say their voices have been ignored by the… https://t.co/dDaMhW1lqi
@CNN,98,Fri Mar 30 17:39:59 +0000 2018,0.0,0.0,1.0,0.0,Tweet 98: A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/96VupBQNee https://t.co/E7c3DzJmCn
@CNN,99,Fri Mar 30 17:24:58 +0000 2018,0.3818,0.217,0.669,0.114,"Tweet 99: ""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/9tfZV8cIWY"
@CNN,100,Fri Mar 30 17:16:05 +0000 2018,0.0,0.0,1.0,0.0,Tweet 100: The Trump administration is quietly rewriting US immigration policy through a series of small moves that add up to… https://t.co/YBXTLdOTlg
@FoxNews,1,Sat Mar 31 13:02:20 +0000 2018,0.0,0.0,1.0,0.0,Tweet 1: Harvard scrubs 'Puritans' from alma mater because it is not 'inclusive' https://t.co/SmlcqGbRAT
@FoxNews,2,Sat Mar 31 12:59:37 +0000 2018,0.5267,0.195,0.805,0.0,Tweet 2: .@realDonaldTrump Answers Boy Seeking Kidney for Father: 'You're a Brave Young Man With a Big Heart' https://t.co/gmrYeH1v2x
@FoxNews,3,Sat Mar 31 12:55:49 +0000 2018,0.1779,0.254,0.746,0.0,Tweet 3: Army considers tougher basic training https://t.co/L5vvCo0ill
@FoxNews,4,Sat Mar 31 12:52:14 +0000 2018,0.1901,0.077,0.923,0.0,Tweet 4: .@dbongino: “You should thank the lord every single day. You not only live in America but you live in America right… https://t.co/gWxCq38sDq
@FoxNews,5,Sat Mar 31 12:41:55 +0000 2018,0.0,0.0,1.0,0.0,Tweet 5: Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/96eyVkd2Wf
@FoxNews,6,Sat Mar 31 12:22:18 +0000 2018,0.0,0.0,1.0,0.0,Tweet 6: Peggy Grande: “We see a president who is unafraid to make change and that’s what he’s doing. Ronald Reagan did the… https://t.co/vGwtFKd8h6
@FoxNews,7,Sat Mar 31 12:18:31 +0000 2018,0.6739,0.211,0.789,0.0,"Tweet 7: PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/7Ny3ubzH6O"
@FoxNews,8,Sat Mar 31 12:15:12 +0000 2018,-0.1027,0.0,0.896,0.104,"Tweet 8: Trump freezing Syria funds in signal of US pullback, report says https://t.co/n1eJDQHeBY https://t.co/L5G64DExec"
@FoxNews,9,Sat Mar 31 12:10:22 +0000 2018,-0.2732,0.0,0.877,0.123,"Tweet 9: Two boys tried to steal pizza delivery car but could not drive stick, cops say https://t.co/gJ0MQYHDXV"
@FoxNews,10,Sat Mar 31 12:02:56 +0000 2018,-0.8807,0.0,0.407,0.593,"Tweet 10: Six MS-13 members facing murder, conspiracy charges, authorities say https://t.co/dVlcZLukdv"
@FoxNews,11,Sat Mar 31 11:57:41 +0000 2018,-0.3818,0.124,0.684,0.192,Tweet 11: Texas restaurant donates Friday profits to family of teen killed in hit-and-run: 'She had a heart of gold' https://t.co/NL8LYWtJkK
@FoxNews,12,Sat Mar 31 11:53:42 +0000 2018,-0.4939,0.0,0.714,0.286,Tweet 12: Man live-tweets riveting story of co-worker's stolen lunch https://t.co/s1IxaNsGWd
@FoxNews,13,Sat Mar 31 11:45:33 +0000 2018,0.6369,0.174,0.826,0.0,"Tweet 13: Malala returns to Pakistan hometown for first time since being shot in 2012, says it's 'happiest day of my life' https://t.co/WbrdvGxuFP"
@FoxNews,14,Sat Mar 31 11:41:33 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 14: President @realDonaldTrump delivers Passover, Easter message https://t.co/qw7zkDgvp1"
@FoxNews,15,Sat Mar 31 11:38:16 +0000 2018,0.7287,0.277,0.723,0.0,Tweet 15: A little girl celebrated finishing up two and a half years of chemotherapy treatment by ringing a special bell crea… https://t.co/BtjHYqnjSH
@FoxNews,16,Sat Mar 31 11:32:06 +0000 2018,0.0,0.0,1.0,0.0,Tweet 16: Wu-Tang Clan is launching a vodka https://t.co/y1W0QBxklL
@FoxNews,17,Sat Mar 31 11:24:51 +0000 2018,0.4404,0.225,0.775,0.0,Tweet 17: California homeowner says she won't sell to Trump supporters: report https://t.co/tCpqfWLazC
@FoxNews,18,Sat Mar 31 11:21:49 +0000 2018,-0.25,0.0,0.778,0.222,Tweet 18: Census citizenship question sparks firestorm of protest https://t.co/ugStcebFWU
@FoxNews,19,Sat Mar 31 11:05:42 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 19: 'Roseanne' revival scores renewal at ABC, report says https://t.co/qClDpNbAeb"
@FoxNews,20,Sat Mar 31 10:50:59 +0000 2018,-0.3919,0.095,0.694,0.21,"Tweet 20: Jury 'convinced' Noor Salman knew of Pulse nightclub attack, but had 'no option' but to acquit, foreman says https://t.co/TpkwDhyRnw"
@FoxNews,21,Sat Mar 31 10:42:17 +0000 2018,-0.7506,0.088,0.577,0.335,Tweet 21: .@RealCandaceO: “Hillary lost because she keeps insulting Americans and her solution to that is to keep insulting A… https://t.co/EPtgUEQvlg
@FoxNews,22,Sat Mar 31 10:20:53 +0000 2018,0.0,0.0,1.0,0.0,Tweet 22: Ronald D. Vitello: “There’s wall under construction right now… We have plans for much more.” https://t.co/NpU7SOkSv4
@FoxNews,23,Sat Mar 31 10:14:43 +0000 2018,-0.3818,0.0,0.755,0.245,Tweet 23: U.N. Holds Emergency Meeting on Gaza Clashes https://t.co/yAfMAjwqwV https://t.co/yY8WTZbMHF
@FoxNews,24,Sat Mar 31 09:45:00 +0000 2018,-0.34,0.0,0.854,0.146,Tweet 24: Actor @RealJamesWoods took to Twitter to denounce calls for repealing the Second Amendment. https://t.co/YOlWc6pbip https://t.co/ZO6PwFiRx9
@FoxNews,25,Sat Mar 31 09:30:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 25: Blue moon to light up sky ahead of Easter https://t.co/GlO0XSBD3o
@FoxNews,26,Sat Mar 31 09:12:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 26: Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/vCnPRIE2b8
@FoxNews,27,Sat Mar 31 09:00:02 +0000 2018,0.34,0.167,0.833,0.0,"Tweet 27: .@LisaMarieBoothe: ""All we've been hearing about is: '@POTUS needs to get tougher on Russia, tougher on Russia.' An… https://t.co/KT3zipKRqp"
@FoxNews,28,Sat Mar 31 08:50:00 +0000 2018,0.0772,0.172,0.613,0.215,Tweet 28: 7-year-old boy with Tourette's makes powerful video to stop teasing from classmates https://t.co/Ic0iDhJyfP
@FoxNews,29,Sat Mar 31 08:41:36 +0000 2018,-0.8807,0.0,0.407,0.593,"Tweet 29: Six MS-13 members facing murder, conspiracy charges, authorities say
https://t.co/RCjMVyAwUa"
@FoxNews,30,Sat Mar 31 08:36:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 30: .@SebGorka: ""This is just common sense finally returning to government."" https://t.co/wsMTIw7emQ"
@FoxNews,31,Sat Mar 31 08:22:00 +0000 2018,0.3182,0.148,0.852,0.0,Tweet 31: We've reached a point in this country - the sheriffs have - where we can't stand by any longer and allow the contin… https://t.co/nRejB10EvV
@FoxNews,32,Sat Mar 31 08:09:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 32: .@newtgingrich: ""Once in a while, Hollywood will make a movie that appeals to middle America that'll do amazingly w… https://t.co/Hk9BpC2ymu"
@FoxNews,33,Sat Mar 31 07:58:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 33: .@HillaryClinton campaign app may have harvested Facebook data of millions https://t.co/FXpUWxdHJO
@FoxNews,34,Sat Mar 31 07:40:00 +0000 2018,0.0772,0.067,0.933,0.0,"Tweet 34: .@edhenry on @POTUS' border wall: ""They're gonna build this brick by brick whether the Democrats want the president… https://t.co/YhhciaxkQW"
@FoxNews,35,Sat Mar 31 07:36:03 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 35: Ex-cop worked with drug dealers, 'seized' cash from their rivals, authorities say
https://t.co/bht9Rcm95U"
@FoxNews,36,Sat Mar 31 07:31:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 36: .@DiamondandSilk: ""We marched to the polls and we put on our thinking caps and we voted for @POTUS because we wante… https://t.co/aM5PhUJYBB"
@FoxNews,37,Sat Mar 31 07:20:00 +0000 2018,0.7906,0.35,0.65,0.0,Tweet 37: .@dennisrodman: I hope Kim Jong Un wears a 'Make America Great Again' hat after meeting #Trump  https://t.co/9uDsuKiYup
@FoxNews,38,Sat Mar 31 07:09:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 38: .@cvpayne: ""This week we saw the first Chinese solar company say, 'We're going to open up a plant in America.' How… https://t.co/zWCF378TY8"
@FoxNews,39,Sat Mar 31 06:56:00 +0000 2018,0.2732,0.223,0.644,0.133,Tweet 39: Sailors assigned to Los Angeles-class attack submarine USS Topeka are greeted by family and friends during a homeco… https://t.co/uqxTF43e9O
@FoxNews,40,Sat Mar 31 06:45:17 +0000 2018,-0.9153,0.0,0.385,0.615,"Tweet 40: Two teens charged in brutal beating death of New Jersey man
https://t.co/XQz3xit6Uv"
@FoxNews,41,Sat Mar 31 06:40:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 41: Woman gets 5 years for illegally voting in 2016 presidential election https://t.co/96eyVkuDNN
@FoxNews,42,Sat Mar 31 06:31:42 +0000 2018,-0.8402,0.0,0.526,0.474,"Tweet 42: Fire marshal in California resigns after blazes that left 40 people dead
https://t.co/G60lwhF5PD"
@FoxNews,43,Sat Mar 31 06:25:00 +0000 2018,-0.7184,0.0,0.739,0.261,"Tweet 43: .@DiamondandSilk: ""[@HillaryClinton] needs to talk about her dirty deeds - how she paid for that fake dossier to tr… https://t.co/UeYTPJctcG"
@FoxNews,44,Sat Mar 31 06:20:00 +0000 2018,-0.7717,0.0,0.642,0.358,"Tweet 44: One officer in Alton Sterling shooting fired, and another suspended, police chief says https://t.co/XChtk8zH1l"
@FoxNews,45,Sat Mar 31 06:07:00 +0000 2018,0.5106,0.268,0.732,0.0,Tweet 45: Appeals court strips angler of $2.8M fishing contest prize https://t.co/1u26KCuZdn
@FoxNews,46,Sat Mar 31 06:00:00 +0000 2018,0.6739,0.211,0.789,0.0,"Tweet 46: PURE JOY: A wheelchair swing was recently installed in a Fort Smith, Arkansas, park, and this young boy's reaction… https://t.co/9jFmxnvsJ6"
@FoxNews,47,Sat Mar 31 05:50:26 +0000 2018,-0.5574,0.0,0.735,0.265,"Tweet 47: Horse named after Patriots' Rob Gronkowski to run Kentucky Derby
https://t.co/HRo9DChVpg"
@FoxNews,48,Sat Mar 31 05:45:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 48: Earlier, @FLOTUS visited with children at the Palm Beach Children's Hospital at the St. Mary's Medical Center. https://t.co/6DzMyQuXQQ"
@FoxNews,49,Sat Mar 31 05:36:00 +0000 2018,0.4939,0.186,0.814,0.0,"Tweet 49: On @OutnumberedFNC, @davidwebbshow praised President @realDonaldTrump's renewed calls for a wall on the nation's so… https://t.co/0e62YEYegh"
@FoxNews,50,Sat Mar 31 05:30:00 +0000 2018,0.1027,0.138,0.745,0.117,Tweet 50: .@kayleighmcenany Clashes With Dem Strategist: 'Breathtaking' That You Give Trump No Credit on N. Korea https://t.co/jFcFum5VkF
@FoxNews,51,Sat Mar 31 05:17:00 +0000 2018,-0.296,0.0,0.804,0.196,Tweet 51: .@HillaryClinton: No one tells a man to go away. https://t.co/VGn9BcoKnF https://t.co/jzkoddIsMn
@FoxNews,52,Sat Mar 31 05:10:00 +0000 2018,0.9349,0.603,0.397,0.0,"Tweet 52: ""Happy Passover, Happy Easter...and God Bless America""
On Good Friday, President @realDonaldTrump wished Americans… https://t.co/fMcCbfhiTR"
@FoxNews,53,Sat Mar 31 04:58:00 +0000 2018,0.4939,0.225,0.775,0.0,"Tweet 53: On @foxandfriends, @cvpayne praised President @realDonaldTrump's handling of the economy. https://t.co/8wTbxSgy9z https://t.co/5IN1CW3rJl"
@FoxNews,54,Sat Mar 31 04:43:00 +0000 2018,0.1779,0.237,0.576,0.187,Tweet 54: Pilot kisses ground after emergency landing in Florida https://t.co/YvYHKYRUio https://t.co/XIy4Oe0R6j
@FoxNews,55,Sat Mar 31 04:38:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 55: Sheriff A.J. Louderback: ""We're a nation of laws, and Texas sheriffs and sheriffs across this country are here to s… https://t.co/VrPRbKwbY5"
@FoxNews,56,Sat Mar 31 04:25:40 +0000 2018,0.4404,0.225,0.775,0.0,"Tweet 56: California homeowner says she won't sell to Trump supporters: report
https://t.co/Rmup0G8fzE"
@FoxNews,57,Sat Mar 31 04:19:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 57: .@DNC exec: Repeal 2nd Amendment. https://t.co/C3Rig1y6No
@FoxNews,58,Sat Mar 31 04:10:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 58: Stephen Colbert 'apologizes' to Trump, calls out CNN for 'lies' https://t.co/t5y71Bv1TY"
@FoxNews,59,Sat Mar 31 04:03:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 59: Man dies from too much anti-diarrhea medication https://t.co/tvGwxFtPYt
@FoxNews,60,Sat Mar 31 03:55:00 +0000 2018,-0.34,0.0,0.854,0.146,Tweet 60: Actor @RealJamesWoods took to Twitter to denounce calls for repealing the Second Amendment. https://t.co/YOlWc6pbip https://t.co/LPtOVjnWnK
@FoxNews,61,Sat Mar 31 03:52:18 +0000 2018,-0.7096,0.0,0.604,0.396,Tweet 61: Democratic lawmaker asked to resign over reports of harassment 'coverup' https://t.co/uBkCKNKtPY
@FoxNews,62,Sat Mar 31 03:40:35 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 62: .@KellyannePolls: ""@HillaryClinton is still talking about her and an election that happened a year and a half ago."" https://t.co/JZJWk1pqcm"
@FoxNews,63,Sat Mar 31 03:30:18 +0000 2018,0.4019,0.137,0.863,0.0,Tweet 63: .@RepGoodlatte on what he believes it would take for AG Jeff Sessions to appoint a second special counsel… https://t.co/TruUCcGvzv
@FoxNews,64,Sat Mar 31 03:19:00 +0000 2018,0.1027,0.154,0.714,0.132,Tweet 64: WATCH: Missouri firefighters saved a cat that wasn't moving after a house fire in St. Louis. https://t.co/G8dT4oBmFu
@FoxNews,65,Sat Mar 31 03:09:46 +0000 2018,0.5267,0.195,0.805,0.0,Tweet 65: #Trump Answers Boy Seeking Kidney for Father: 'You're a Brave Young Man With a Big Heart' https://t.co/OrCRkaBSiM
@FoxNews,66,Sat Mar 31 02:57:08 +0000 2018,-0.25,0.0,0.875,0.125,Tweet 66: Chef who carved meat during animal rights protest says he 'just kind of snapped' https://t.co/WCgHbps2Hw
@FoxNews,67,Sat Mar 31 02:48:10 +0000 2018,-0.4939,0.0,0.824,0.176,Tweet 67: .@GeraldoRivera: “I fear when history starts being rewritten constantly through the prism of political correctness… https://t.co/cZqnIOAIhi
@FoxNews,68,Sat Mar 31 02:35:39 +0000 2018,-0.2732,0.049,0.852,0.099,"Tweet 68: .@AreuCathy: ""I think all of us can relate to [#Roseanne] no matter what coast or middle state we're living in.""… https://t.co/SRN8rmM0bu"
@FoxNews,69,Sat Mar 31 02:24:52 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 69: #Roseanne revival scores renewal at ABC, report says https://t.co/0FoqcwxvSr"
@FoxNews,70,Sat Mar 31 02:12:18 +0000 2018,0.0,0.0,1.0,0.0,Tweet 70: .@dbongino: “The Democrats are out of ideas in the legislative and policy realm.” @IngrahamAngle https://t.co/GwcBbr5eHs
@FoxNews,71,Sat Mar 31 02:08:00 +0000 2018,-0.25,0.0,0.818,0.182,Tweet 71: 2 alleged spies among Russians expelled by US are ID'd https://t.co/wcYIufKgkK
